,age.at.death,age,alive,male,height,weight
43,,24.0,1,1.0,162.8648,49.384828999999996
44,,52.0,1,1.0,171.45,56.557252500000004
45,,42.0,1,0.0,147.32,39.12231
46,,19.0,1,0.0,147.955,49.89512
47,,17.0,1,0.0,144.78,28.803092
48,,8.0,1,1.0,121.92,20.41164
49,,22.0,1,0.0,,
50,,12.0,1,0.0,128.905,23.359988
51,,5.0,1,0.0,97.79,13.267566
52,,55.0,1,1.0,154.305,41.2485225
53,,43.0,1,0.0,143.51,38.55532
54,,20.0,1,1.0,146.7,42.4
55,,18.0,1,1.0,157.48,44.6504625
56,,13.0,1,1.0,127.0,22.010551800000002
57,,9.0,1,0.0,110.49,15.422128
58,,5.0,1,0.0,97.79,12.757275
59,,42.0,1,1.0,165.735,58.598416500000006
60,,44.0,1,0.0,152.4,46.719976
61,,50.0,1,1.0,,44.2535695
62,,48.0,1,0.0,,51.766187
63,,38.0,1,1.0,,
64,,26.0,1,0.0,,
65,,42.0,1,0.0,,
66,,60.0,1,0.0,141.605,44.22522
67,64.0,64.0,0,0.0,,
68,,20.0,1,0.0,158.8,50.9
69,0.5999999999999089,0.5999999999999089,0,0.0,,
70,,37.0,1,0.0,155.575,54.317642000000006
71,,50.0,1,1.0,164.465,45.8978405
72,,50.0,1,0.0,151.765,48.024053
73,,31.0,1,1.0,161.29,52.219778999999996
74,,25.0,1,0.0,154.305,47.627159999999996
75,1.0,1.0,0,0.0,,
76,,28.0,1,1.0,,52.84346800000001
77,,23.0,1,0.0,145.415,45.642695
78,,52.0,1,0.0,145.415,42.410852
79,,19.0,1,1.0,,53.9
80,,25.0,1,1.0,,57.8046305
81,79.3,79.3,0,1.0,152.4,36.4858065
82,,64.0,1,0.0,,38.668718
83,,35.0,1,1.0,163.83,55.9335635
84,,27.0,1,0.0,144.145,37.194544
85,,13.0,1,1.0,129.54,24.550667
86,,6.0,1,0.0,,15.592225
87,,42.0,1,1.0,,57.492785999999995
88,,31.0,1,0.0,,39.8310475
89,,14.0,1,0.0,129.54,25.627948
90,,8.0,1,0.0,,15.081934
91,,23.0,1,0.0,,
92,,38.0,1,1.0,153.67,48.307548
93,,39.0,1,0.0,142.875,37.336291499999994
94,,33.0,1,1.0,,63.984821499999995
95,,31.0,1,0.0,,44.111822
96,,12.0,1,0.0,146.05,29.596878000000004
97,,30.0,1,1.0,167.005,47.173567999999996
98,,24.0,1,0.0,158.4198,47.286966
99,0.5999999999999089,0.5999999999999089,0,1.0,91.44,12.927372
100,,51.0,1,1.0,165.735,57.549485
101,,46.0,1,0.0,149.86,37.931631
102,,17.0,1,0.0,147.955,41.900560999999996
103,,12.0,1,0.0,137.795,27.5840635
104,,22.0,1,0.0,154.94,47.2019175
105,,29.0,1,1.0,160.9598,43.204638
106,,38.0,1,1.0,161.925,50.2636635
107,,30.0,1,0.0,147.955,39.377455499999996
108,8.0,8.0,0,0.0,,
109,,6.0,1,1.0,113.665,17.463292000000003
110,,45.0,1,1.0,159.385,50.68899999999999
111,,47.0,1,0.0,148.59,39.4341545
112,,79.0,1,0.0,136.525,36.28736
113,,45.0,1,1.0,158.115,46.266384
114,,54.0,1,0.0,144.78,42.2691045
115,,31.0,1,1.0,156.845,47.627159999999996
116,,46.0,1,1.0,,58.116475
117,,41.0,1,0.0,,48.5059945
118,,23.0,1,1.0,179.07,55.706767500000005
119,,18.0,1,1.0,,35.7
120,,14.0,1,0.0,,27.612413
121,,9.0,1,0.0,118.745,18.824068
122,,41.0,1,1.0,170.18,48.5626935
123,,23.0,1,0.0,146.05,42.807745000000004
124,,36.0,1,0.0,147.32,35.0683315
125,,5.0,1,1.0,113.03,17.8885345
126,,28.0,1,1.0,,
127,,34.0,1,1.0,,55.9335635
128,,30.0,1,0.0,162.56,56.755699
129,,12.0,1,1.0,133.985,27.442315999999998
130,2.75,2.75,0,0.0,,
131,,34.0,1,0.0,152.4,51.255896
132,,31.0,1,1.0,,47.8823055
133,,44.0,1,1.0,160.02,47.230267
134,,43.0,1,0.0,149.86,40.936678
135,,28.0,1,0.0,,
136,73.3,73.3,0,0.0,142.875,32.715323
137,74.0,74.0,0,0.0,,
138,,38.0,1,1.0,167.005,57.067543500000006
139,,43.0,1,1.0,159.385,42.977841999999995
140,,33.0,1,0.0,154.94,39.9444455
141,,16.0,1,0.0,148.59,32.4601775
142,,11.0,1,1.0,111.125,17.123098000000002
143,,6.0,1,1.0,111.76,16.499409
144,,35.0,1,1.0,162.56,45.9545395
145,,29.0,1,0.0,152.4,41.106775
146,,12.0,1,0.0,124.46,18.257078
147,,9.0,1,1.0,111.76,15.081934
148,7.599999999999911,7.599999999999911,0,1.0,86.36,11.481547500000001
149,,58.0,1,1.0,170.18,47.5988105
150,,53.0,1,0.0,146.05,37.5063885
151,,51.0,1,1.0,159.385,45.019006
152,,48.0,1,0.0,151.13,42.2691045
153,,29.0,1,1.0,160.655,54.85628249999999
154,1.59999999999991,1.59999999999991,0,0.0,,
155,,41.0,1,1.0,169.545,53.523856
156,54.82999999999989,54.82999999999989,0,0.0,,
157,81.75,81.75,0,1.0,158.75,52.1914295
158,,59.0,1,0.0,,40.709882
159,,1.0,1,1.0,74.295,9.752228
160,,35.0,1,0.0,149.86,42.410852
161,,5.0,1,0.0,,14.1464005
162,36.0,36.0,0,1.0,,
163,,39.0,1,1.0,,46.039588
164,,46.0,1,0.0,153.035,49.5832755
165,,5.0,1,1.0,96.52,13.097469
166,,29.0,1,1.0,161.925,41.730464000000005
167,,28.0,1,0.0,,37.194544
168,,42.0,1,1.0,162.56,56.018612
169,,27.0,1,0.0,149.225,42.1557065
170,,8.0,1,0.0,116.84,19.391057999999997
171,,6.0,1,1.0,100.07600000000001,15.081934
172,,52.0,1,1.0,,43.828327
173,61.0,61.0,0,0.0,,
174,,22.0,1,1.0,163.195,53.0986135
175,,59.0,1,1.0,,
176,,46.0,1,0.0,,
177,,19.0,1,0.0,,
178,,43.0,1,1.0,161.925,50.235314
179,,53.0,1,0.0,145.415,42.52425
180,,43.0,1,1.0,163.195,49.101334
181,,41.0,1,0.0,151.13,38.498621
182,,50.0,1,0.0,150.495,49.8100715
183,,15.0,1,1.0,141.605,29.313383
184,,64.0,1,0.0,,
185,,33.0,1,1.0,170.815,59.760746
186,34.5999999999999,34.5999999999999,0,0.0,,
187,,26.0,1,1.0,,
188,,1.0,1,0.0,,
189,,2.0,1,0.0,90.17,
190,,3.0,1,0.0,91.44,11.7083435
191,,62.0,1,1.0,157.48,47.939004499999996
192,65.9000000000001,65.9000000000001,0,0.0,,
193,,18.0,1,0.0,,
194,,49.0,1,0.0,152.4,39.292407
195,,30.0,1,1.0,,57.889679
196,,17.0,1,1.0,149.225,38.130077500000006
197,,12.0,1,0.0,129.54,21.999212
198,,22.0,1,0.0,147.32,36.8826995
199,,33.0,1,1.0,,
200,,29.0,1,0.0,145.415,42.127357
201,,8.0,1,0.0,121.92,19.787951
202,,5.0,1,1.0,113.665,16.782904000000002
203,,33.0,1,1.0,157.48,44.565414000000004
204,,34.0,1,0.0,154.305,47.853956
205,,12.0,1,0.0,120.65,21.177076500000002
206,,7.0,1,1.0,115.6,18.9
207,,42.0,1,1.0,167.005,55.1964765
208,,40.0,1,0.0,142.875,32.998818
209,,17.0,1,1.0,,32.6302745
210,2.0,2.0,0,1.0,,
211,,27.0,1,0.0,152.4,40.879979
212,,34.0,1,1.0,,
213,29.0,29.0,0,0.0,,
214,,3.0,1,0.0,96.52,13.267566
215,,58.0,1,0.0,,
216,,25.0,1,1.0,160.0,51.2
217,,19.0,1,0.0,,
218,,13.0,1,1.0,,
219,,41.0,1,1.0,,
220,50.0,50.0,0,0.0,,
221,,45.0,1,0.0,,48.2224995
222,,27.0,1,1.0,,
223,,19.0,1,1.0,,34.472992
224,,17.0,1,1.0,,34.416292999999996
225,,13.0,1,0.0,,
226,,67.0,1,0.0,,
227,,28.0,1,0.0,,
228,,27.0,1,1.0,,
229,,29.0,1,1.0,159.385,49.044635
230,,46.0,1,1.0,,47.258616499999995
231,,45.0,1,0.0,149.86,53.438807499999996
232,,26.0,1,1.0,160.655,54.090846
233,,45.0,1,1.0,160.655,55.3665735
234,,45.0,1,0.0,149.225,42.240755
235,,14.0,1,0.0,,28.122704
236,,11.0,1,0.0,125.095,22.367755499999998
237,85.59999999999991,85.59999999999991,0,0.0,140.97,40.936678
238,,26.0,1,1.0,154.94,49.696673499999996
239,,38.0,1,0.0,,35.663671
240,,38.0,1,1.0,,57.039193999999995
241,,24.0,1,0.0,141.605,44.338618
242,,57.0,1,1.0,160.02,45.9545395
243,63.0,63.0,0,0.0,,
244,,22.0,1,0.0,150.1648,41.95726
245,,24.0,1,0.0,155.575,51.482692
246,,6.0,1,0.0,103.505,12.757275
247,,4.0,1,0.0,94.615,13.012420500000001
248,,19.0,1,1.0,,45.585996
249,,21.0,1,0.0,156.21,44.111822
250,79.0,79.0,0,0.0,153.035,32.205032
251,,50.0,1,1.0,167.005,56.755699
252,,40.0,1,0.0,149.86,52.673370999999996
253,,64.0,1,0.0,147.955,36.4858065
254,,35.0,1,1.0,,45.3592
255,,32.0,1,1.0,159.385,48.846188500000004
256,,19.0,1,0.0,156.21,
257,38.7,38.7,0,1.0,161.925,56.954145499999996
258,,26.0,1,0.0,155.575,42.0990075
259,1.0,1.0,0,1.0,,
260,,63.0,1,1.0,159.385,50.178615
261,,62.0,1,0.0,146.685,46.549879
262,,22.0,1,1.0,172.72,61.80191
263,,41.0,1,1.0,166.37,48.987936
264,,32.0,1,0.0,,48.19415
265,,19.0,1,1.0,141.605,31.524644
266,,17.0,1,0.0,142.875,32.205032
267,,14.0,1,0.0,133.35,23.756881
268,,9.0,1,1.0,127.635,24.4089195
269,,7.0,1,1.0,119.38,21.5172705
270,2.0,2.0,0,0.0,,
271,,74.0,1,0.0,151.765,35.2951275
272,,41.0,1,1.0,156.845,45.642695
273,,33.0,1,0.0,148.59,43.885026
274,,46.0,1,1.0,,
275,,35.0,1,0.0,,
276,,29.0,1,1.0,,
277,,53.0,1,0.0,157.48,45.557646500000004
278,,18.0,1,0.0,149.86,39.008912
279,,37.0,1,0.0,147.955,41.163474
280,,6.0,1,0.0,102.235,13.1258185
281,,61.0,1,0.0,153.035,45.245802000000005
282,,44.0,1,1.0,160.655,53.637254000000006
283,,35.0,1,0.0,149.225,52.3048275
284,,10.0,1,0.0,,
285,,7.0,1,1.0,114.3,18.342126500000003
286,,4.0,1,1.0,100.965,13.749507500000002
287,,33.0,1,1.0,,
288,,23.0,1,0.0,138.43,39.0939605
289,,7.0,1,1.0,,
290,,4.0,1,1.0,91.44,12.530479
291,,55.0,1,1.0,162.56,45.699394
292,51.0,51.0,0,0.0,,
293,,53.0,1,0.0,149.225,40.3980375
294,,53.0,1,1.0,,
295,,28.0,1,0.0,,
296,,7.0,1,0.0,,
297,,59.0,1,1.0,158.75,51.482692
298,,57.0,1,0.0,149.86,38.668718
299,,35.0,1,1.0,158.115,39.235708
300,,29.0,1,0.0,156.21,44.338618
301,,62.0,1,1.0,148.59,39.519203000000005
302,64.7,64.7,0,0.0,,
303,,18.0,1,0.0,143.51,31.071052
304,,51.0,1,0.0,154.305,46.776675
305,,14.0,1,0.0,131.445,22.509503
306,,19.0,1,1.0,157.48,40.6248335
307,69.0,69.0,0,0.0,,
308,,42.0,1,1.0,157.48,50.178615
309,,25.0,1,0.0,154.305,41.276872
310,,6.0,1,1.0,107.95,17.57669
311,,41.0,1,1.0,168.275,54.6
312,,37.0,1,0.0,145.415,44.9906565
313,,16.0,1,0.0,147.955,44.735510999999995
314,,5.0,1,1.0,100.965,14.401546
315,,9.0,1,1.0,113.03,19.050864
316,,82.0,1,1.0,149.225,35.8054185
317,,28.0,1,1.0,154.94,45.2174525
318,,50.0,1,1.0,162.56,48.1091015
319,,43.0,1,0.0,156.845,45.6710445
320,,15.0,1,0.0,,
321,,8.0,1,1.0,123.19,20.808532999999997
322,3.5,3.5,0,1.0,,
323,,31.0,1,1.0,161.0106,48.420946
324,,44.0,1,0.0,,
325,,17.0,1,0.0,,
326,2.0,2.0,0,1.0,,
327,78.8,78.8,0,1.0,,
328,,67.0,1,0.0,144.78,41.1918235
329,,39.0,1,0.0,143.51,38.4135725
330,,18.0,1,0.0,149.225,42.127357
331,,11.0,1,0.0,110.49,17.661738500000002
332,,48.0,1,0.0,149.86,38.2434755
333,,30.0,1,1.0,165.735,48.335897499999994
334,,64.0,1,0.0,144.145,38.9238635
335,,72.0,1,1.0,157.48,40.029494
336,68.0,68.0,0,0.0,154.305,50.206964500000005
337,,44.0,1,1.0,163.83,54.2892925
338,,43.0,1,0.0,156.21,45.6
339,,16.0,1,0.0,153.67,40.766581
340,,13.0,1,0.0,134.62,27.130471500000002
341,,34.0,1,0.0,144.145,39.4341545
342,,10.0,1,0.0,114.3,20.4966885
343,4.0,4.0,0,1.0,,
344,62.0,62.0,0,1.0,162.56,43.204638
345,,44.0,1,0.0,146.05,31.864838
346,,11.0,1,1.0,120.65,20.8935815
347,,31.0,1,1.0,154.94,45.4442485
348,,29.0,1,0.0,144.78,38.045029
349,,8.0,1,0.0,106.68,15.989118
350,,62.0,1,0.0,146.685,36.088913500000004
351,,67.0,1,0.0,152.4,40.879979
352,,40.0,1,1.0,,51.085799
353,42.4000000000001,42.4000000000001,0,0.0,,43.6298805
354,,57.0,1,1.0,163.83,47.910655
355,63.0,63.0,0,0.0,,
356,,32.0,1,1.0,165.735,47.7122085
357,,24.0,1,0.0,156.21,46.379782
358,77.0,77.0,0,1.0,152.4,41.163474
359,,62.0,1,0.0,140.335,36.5992045
360,,17.0,1,1.0,158.115,43.09124
361,,27.0,1,1.0,,
362,,67.0,1,1.0,163.195,48.137451
363,,70.0,1,0.0,151.13,36.7126025
364,,37.0,1,1.0,171.1198,56.557252500000004
365,,58.0,1,0.0,149.86,38.697067499999996
366,,35.0,1,1.0,163.83,47.4854125
367,,30.0,1,0.0,141.605,36.2023115
368,,5.0,1,0.0,93.98,14.288148000000001
369,,33.0,1,1.0,,
370,,26.0,1,0.0,149.225,41.276872
371,,5.0,1,0.0,105.41,15.2236815
372,,21.0,1,0.0,146.05,44.7638605
373,,41.0,1,1.0,161.29,50.4337605
374,,46.0,1,1.0,162.56,55.281525
375,,49.0,1,0.0,145.415,37.931631
376,,15.0,1,1.0,145.415,35.493574
377,9.0,9.0,0,1.0,,
378,,28.0,1,1.0,170.815,58.45666899999999
379,41.0,41.0,0,0.0,,
380,,12.0,1,0.0,127.0,21.488920999999998
381,83.0,83.0,0,0.0,159.385,44.423666499999996
382,,54.0,1,1.0,159.4,44.4
383,,54.0,1,0.0,153.67,44.565414000000004
384,,68.0,1,1.0,160.02,44.622113
385,,68.0,1,0.0,150.495,40.483086
386,,56.0,1,0.0,149.225,44.0834725
387,,20.0,1,0.0,,
388,,15.0,1,0.0,127.0,24.4089195
389,,57.0,1,0.0,142.875,34.416292999999996
390,,22.0,1,0.0,142.113,32.772022
391,,40.0,1,0.0,147.32,35.947165999999996
392,,19.0,1,1.0,162.56,49.5549
393,,41.0,1,1.0,164.465,53.183662
394,75.90000000000009,75.90000000000009,0,1.0,160.02,37.081146000000004
395,73.90000000000009,73.90000000000009,0,0.0,153.67,40.5114355
396,,49.0,1,1.0,167.005,50.603857500000004
397,,26.0,1,1.0,151.13,43.9700745
398,,17.0,1,0.0,147.955,33.792604
399,,13.0,1,0.0,125.3998,21.375523
400,,8.0,1,0.0,111.125,16.669506
401,88.0,88.0,0,1.0,153.035,49.89
402,68.0,68.0,0,0.0,139.065,33.5941575
403,,33.0,1,1.0,152.4,43.8566765
404,,26.0,1,0.0,154.94,48.137451
405,,56.0,1,0.0,147.955,42.751046
406,,16.0,1,1.0,143.51,34.8415355
407,,13.0,1,0.0,117.98299999999999,24.097075
408,,34.0,1,0.0,144.145,33.906002
409,,5.0,1,0.0,92.71,12.076887
410,,17.0,1,0.0,147.955,41.276872
411,74.0,74.0,0,1.0,155.575,39.7176495
412,69.0,69.0,0,0.0,150.495,35.947165999999996
413,,50.0,1,1.0,155.575,50.915702
414,,44.0,1,0.0,154.305,45.756093
415,,15.0,1,0.0,130.6068,25.259404500000002
416,,5.0,1,0.0,101.6,15.337079500000002
417,,18.0,1,0.0,157.48,49.214732
418,,41.0,1,1.0,168.91,58.8252125
419,,27.0,1,0.0,150.495,43.4597835
420,8.90000000000009,8.90000000000009,0,1.0,111.76,17.8318355
421,,38.0,1,1.0,160.02,51.964633500000005
422,,57.0,1,1.0,167.64,50.688906
423,64.5,64.5,0,0.0,144.145,34.246196000000005
424,,19.0,1,1.0,,44.6504625
425,,42.0,1,0.0,145.415,39.377455499999996
426,,24.0,1,1.0,160.02,59.5622995
427,,16.0,1,1.0,147.32,40.312989
428,,71.0,1,1.0,164.465,52.16308
429,49.5,49.5,0,0.0,153.035,39.972795
430,,33.0,1,1.0,149.225,43.941725
431,,28.0,1,0.0,160.02,54.601137
432,,47.0,1,0.0,149.225,45.075705
433,,3.0,1,1.0,85.09,11.453198
434,,1.0,1,1.0,84.455,11.7650425
435,,1.0,1,0.0,59.6138,5.8966959999999995
436,,3.0,1,1.0,92.71,12.1052365
437,,6.0,1,0.0,111.125,18.313776999999998
438,,5.0,1,0.0,90.805,11.3681495
439,,4.0,1,1.0,,
440,,2.0,1,1.0,,
441,0.0,0.0,0,1.0,,
442,,27.0,1,0.0,153.67,41.333571
443,,5.0,1,0.0,99.695,16.244263500000002
444,,23.0,1,1.0,,
445,2.0,2.0,0,0.0,,
446,,1.0,1,0.0,62.483999999999995,6.80388
447,,31.0,1,1.0,,
448,,2.0,1,1.0,81.915,11.8784405
449,,2.0,1,0.0,96.52,14.968535999999999
450,,7.0,1,1.0,,
451,,1.0,1,1.0,80.01,9.865625999999999
452,,55.0,1,0.0,150.495,41.900560999999996
453,83.40000000000009,83.40000000000009,0,1.0,151.765,42.523999999999994
454,,,1,,,
455,,38.0,1,1.0,,52.616671999999994
456,,12.0,1,1.0,140.6398,28.859790999999998
457,,3.0,1,0.0,,
458,,2.0,1,0.0,88.265,12.785624499999999
459,,1.0,1,1.0,,
460,,63.0,1,1.0,158.115,43.147939
461,,52.0,1,0.0,149.225,40.82328
462,,49.0,1,1.0,151.765,42.864444
463,,31.0,1,0.0,154.94,46.209685
464,,9.0,1,0.0,123.825,20.581737
465,,6.0,1,0.0,104.14,15.875720000000001
466,,35.0,1,1.0,161.29,47.853956
467,,35.0,1,0.0,148.59,42.52425
468,,7.0,1,0.0,97.155,17.066399
469,,5.0,1,1.0,93.345,13.1825175
470,,24.0,1,1.0,160.655,48.5059945
471,,41.0,1,1.0,157.48,45.869491
472,,50.0,1,1.0,,
473,,58.0,1,0.0,,
474,,38.0,1,0.0,,
475,,32.0,1,0.0,,
476,,18.0,1,0.0,,
477,,32.0,1,1.0,,
478,,23.0,1,0.0,,
479,,5.0,1,1.0,,
480,,1.0,1,1.0,,
481,,18.0,1,0.0,,
482,,3.0,1,1.0,,8.8733935
483,,32.0,1,1.0,167.005,52.900167
484,,43.0,1,1.0,157.48,47.570461
485,,6.0,1,0.0,91.44,12.927372
486,,1.0,1,0.0,,3.061746
487,,1.0,1,1.0,60.452,5.6699
488,0.5,0.5,0,1.0,,
489,,15.0,1,1.0,137.16,28.916490000000003
490,63.0,63.0,0,0.0,152.4,43.544832
491,,,1,,,
492,,35.0,1,1.0,,56.7840485
493,,34.0,1,1.0,,51.085799
494,,,1,,,
495,,21.0,1,0.0,152.4,43.431434
496,0.2,0.2,0,1.0,,
497,,1.0,1,1.0,81.28,11.509897
498,,2.0,1,0.0,109.22,11.7083435
499,,1.0,1,1.0,71.12,7.540967
500,0.2,0.200000000000045,0,0.0,,
501,0.299999999999955,0.299999999999955,0,1.0,,
502,0.0999999999999091,0.0999999999999091,0,1.0,,
503,,3.0,1,0.0,89.2048,12.700576
504,,1.0,1,0.0,67.31,7.200773
505,,1.0,1,1.0,85.09,12.360382000000001
506,,1.0,1,0.0,69.85,7.7961125
507,,1.0,1,0.0,,
508,62.0,62.0,0,1.0,,
509,,12.0,1,1.0,,
510,,55.0,1,0.0,161.925,53.212011499999996
511,,42.0,1,1.0,,
512,,38.0,1,0.0,152.4,44.678812
513,,3.0,1,1.0,88.9,12.5588285
514,,3.0,1,1.0,90.17,12.700576
515,,1.0,1,0.0,71.755,7.37087
516,,1.0,1,0.0,83.82,9.2135875
517,,28.0,1,1.0,159.385,47.2019175
518,,16.0,1,0.0,142.24,28.632995
519,,36.0,1,0.0,142.24,31.6663915
520,,38.0,1,1.0,168.91,56.44385450000001
521,,12.0,1,1.0,123.19,20.014747
522,,1.0,1,1.0,74.93,8.50485
523,,1.0,1,0.0,74.295,8.3064035
524,,3.0,1,0.0,90.805,11.623294999999999
525,,48.0,1,1.0,160.02,55.791816000000004
526,,1.0,1,0.0,67.945,7.9662095
527,,15.0,1,0.0,135.89,27.21552
528,,40.0,1,1.0,,56.30210699999999
529,,30.0,1,0.0,,43.998424
530,,9.0,1,0.0,,22.5378525
531,,7.0,1,1.0,,18.427175
532,,4.0,1,1.0,,12.785624499999999
533,45.0,45.0,0,1.0,158.115,47.4854125
534,,68.0,1,0.0,,
535,,23.0,1,1.0,,51.907934499999996
536,,30.0,1,1.0,,
537,,3.0,1,1.0,85.09,10.8011595
538,,3.0,1,0.0,93.345,14.004653
539,,38.0,1,0.0,152.4,45.1607535
540,,21.0,1,0.0,155.575,45.529297
541,,50.0,1,0.0,154.305,48.874538
542,,41.0,1,1.0,156.845,46.578228499999994
543,,13.0,1,0.0,120.015,20.128145
544,,8.0,1,1.0,114.3,18.14368
545,,3.0,1,1.0,83.82,10.914557499999999
546,,,1,1.0,,64.750258
547,,30.0,1,0.0,156.21,43.885026
548,,12.0,1,1.0,137.16,27.158821000000003
549,,7.0,1,1.0,114.3,19.050864
550,,4.0,1,0.0,93.98,13.834556
551,,21.0,1,1.0,168.275,56.0469615
552,,46.0,1,1.0,,
553,,41.0,1,0.0,,
554,,16.0,1,1.0,,
555,,22.0,1,1.0,,
556,,38.0,1,0.0,147.955,40.086193
557,,15.0,1,1.0,139.7,26.5634815
558,,,1,1.0,160.655,40.879979
559,,19.0,1,0.0,157.48,50.802304
560,,1.0,1,1.0,76.2,9.2135875
561,,1.0,1,1.0,66.04,7.569316499999999
562,,28.0,1,1.0,,
563,,31.0,1,1.0,160.7,46.3
564,,21.0,1,0.0,,49.554926
565,,1.0,1,0.0,,6.463686
566,,54.0,1,1.0,,
567,,32.0,1,1.0,,
568,,29.0,1,0.0,,
569,,8.0,1,0.0,114.3,19.419407500000002
570,,16.0,1,1.0,146.05,37.9032815
571,,21.0,1,1.0,161.29,49.3564795
572,,1.0,1,0.0,,5.7549485
573,,0.0,1,0.0,,8.7032965
574,,0.0,1,0.0,69.85,7.314171000000001
575,,13.0,1,1.0,133.985,28.151053499999996
576,,0.0,1,1.0,67.945,7.824462
577,,50.0,1,0.0,150.495,44.111822
578,,39.0,1,1.0,163.195,51.0291
579,,44.0,1,1.0,148.59,40.766581
580,,36.0,1,0.0,148.59,37.5630875
581,,36.0,1,1.0,161.925,51.596090000000004
582,,18.0,1,0.0,153.67,44.820559499999995
583,,0.0,1,0.0,68.58,8.0229085
584,,58.0,1,0.0,151.13,43.4030845
585,,58.0,1,1.0,163.83,46.719976
586,33.0,33.0,0,0.0,153.035,39.5475525
587,21.5,21.5,0,0.0,151.765,34.7848365
588,,11.0,1,1.0,132.08,22.792998
589,,26.0,1,1.0,156.21,39.292407
590,,22.0,1,0.0,140.335,37.449689500000005
591,,28.0,1,1.0,158.75,48.6760915
592,,42.0,1,0.0,142.875,35.606972
593,,2.0,1,1.0,84.455,9.3836845
594,,21.0,1,1.0,151.9428,43.714929
595,,19.0,1,1.0,161.29,48.19415
596,,13.0,1,1.0,127.9906,29.852023499999998
597,,48.0,1,1.0,160.9852,50.972401
598,46.0,46.0,0,0.0,144.78,43.998424
599,,11.0,1,1.0,132.08,28.292801
600,,8.0,1,1.0,117.98299999999999,20.354941
601,,25.0,1,1.0,160.02,48.19415
602,54.0,54.0,0,1.0,,
603,,49.0,1,0.0,,
604,,16.0,1,1.0,154.94,39.179009
605,12.0,12.0,0,0.0,,
606,,51.0,1,1.0,160.9852,46.6916265
607,,38.0,1,0.0,,44.565414000000004
608,,5.0,1,1.0,,
609,3.0,3.0,0,0.0,,6.0384435
610,,25.0,1,1.0,165.989,56.415505
611,,20.0,1,0.0,,44.0
612,,2.0,1,1.0,,
613,,28.0,1,1.0,157.988,48.591043
614,,26.0,1,0.0,154.94,48.2224995
615,,5.0,1,1.0,97.9932,13.2959155
616,,1.0,1,0.0,64.135,6.662132499999999
617,,54.0,1,1.0,160.655,47.4854125
618,,66.0,1,0.0,147.32,35.550273
619,,24.0,1,1.0,,47.003471000000005
620,,20.0,1,0.0,146.7,36.6
621,,25.0,1,0.0,147.32,48.9595865
622,0.6,0.6,0,1.0,,4.53592
623,,38.0,1,1.0,172.9994,51.255896
624,,51.0,1,1.0,158.115,46.5215295
625,,48.0,1,0.0,147.32,36.967748
626,,13.0,1,1.0,124.9934,25.117657
627,,6.0,1,1.0,106.045,16.272613
628,,27.0,1,1.0,165.989,48.647742
629,,22.0,1,0.0,149.86,38.045029
630,,1.0,1,0.0,76.2,8.50485
631,,60.0,1,1.0,161.925,47.286966
632,,15.0,1,0.0,140.0048,28.3495
633,,0.0,1,0.0,66.675,8.1363065
634,,0.0,1,1.0,62.865,7.200773
635,,43.0,1,1.0,163.83,55.394923
636,,40.0,1,0.0,,
637,,12.0,1,1.0,147.955,32.488527000000005
638,,8.0,1,1.0,,
639,,21.0,1,0.0,,
640,,31.0,1,1.0,,48.080752000000004
641,,27.0,1,1.0,160.02,54.204243999999996
